"start_node","end_node","weight","start_node_degree","end_node_degree"
"chr16:89752996","chr16:89800391",1,3,1
"chr16:89752996","chr16:89863408",1,3,3
"chr16:89863461","chr16:89866219",7,7,1
"chr16:89863461","chr16:89901604",1,7,1
"chr16:89863461","chr16:89910145",3,7,1
"chr16:89863461","chr16:89910304",1,7,1
"chr16:89863461","chr16:89940302",2,7,1
"chr16:89863461","chr16:89940572",151,7,2
"chr16:90325631","chr16:90326722",1,2,1
"chr16:90325631","chr16:90330776",1,2,1
"chr16:90509082","chr16:90509332",7,3,1
"chr16:90509082","chr16:90512714",27,3,4
"chr16:90722971","chr16:90723232",898,2,3
"chr16:90724397","chr16:90726803",26,1,1
"chr16:90735923","chr16:90737360",1,1,1
"chr16:90766263","chr16:90768451",1,3,1
"chr16:90766263","chr16:90770797",1,3,3
"chr16:90807058","chr16:90807860",1,2,1
"chr16:90807058","chr16:90807980",5,2,1
"chr16:91383970","chr16:91385625",2,2,1
"chr16:91383970","chr16:91394469",3,2,1
"chr16:91414268","chr16:91415645",4,1,1
"chr16:91440035","chr16:91443614",2,2,1
"chr16:91440035","chr16:91443771",1,2,1
"chr16:91444873","chr16:91448517",3562,3,5
"chr16:91444873","chr16:91448523",6,3,1
"chr16:91468354","chr16:91471582",2,4,5
"chr16:91468354","chr16:91472288",6,4,3
"chr16:91470911","chr16:91471015",1,3,1
"chr16:91470911","chr16:91471582",1,3,5
"chr16:91486804","chr16:91487591",206,4,2
"chr16:91486804","chr16:91496064",8,4,4
"chr16:91489593","chr16:91489731",4,6,1
"chr16:91489593","chr16:91491069",259,6,2
"chr16:91489593","chr16:91492116",2,6,1
"chr16:91489593","chr16:91492148",3,6,5
"chr16:91491189","chr16:91492148",22,2,5
"chr16:91496177","chr16:91497959",138,2,1
"chr16:91496177","chr16:91498146",2,2,1
"chr16:91498094","chr16:91504112",47,2,3
"chr16:91638499","chr16:91638762",1,1,1
"chr16:91666698","chr16:91667080",2,2,1
"chr16:91666698","chr16:91684287",1,2,1
"chr16:91722280","chr16:91722428",14336,1,1
"chr16:91722516","chr16:91723346",5146,6,3
"chr16:91722516","chr16:91723740",1,6,5
"chr16:91722516","chr16:91725786",57,6,5
"chr16:91723460","chr16:91723740",247,4,5
"chr16:91723460","chr16:91725786",5,4,5
"chr16:91727293","chr16:91728023",1,2,1
"chr16:91727293","chr16:91728407",78,2,1
"chr16:91855369","chr16:91873607",7,4,3
"chr16:91855369","chr16:91896481",4,4,2
"chr16:91896622","chr16:91908620",11,4,3
"chr16:91896622","chr16:91920707",3,4,2
"chr16:93380573","chr16:93380688",1,4,1
"chr16:93380573","chr16:93381954",1,4,1
"chr16:93380573","chr16:93382066",109,4,2
"chr16:93382191","chr16:93382885",1,2,1
"chr16:93382191","chr16:93383124",9,2,1
"chr16:93398687","chr16:93400024",1,2,1
"chr16:93398687","chr16:93400453",4,2,1
"chr16:93405143","chr16:93405676",19,1,1
"chr16:93405785","chr16:93406682",7,2,1
"chr16:93405785","chr16:93406686",1,2,1
"chr16:93513201","chr16:93531408",1,1,1
"chr16:94160034","chr16:94165566",1,5,1
"chr16:94160034","chr16:94166213",1,5,5
"chr16:94160034","chr16:94170947",1,5,5
"chr16:94165647","chr16:94166213",1061,4,5
"chr16:94165647","chr16:94170947",1,4,5
"chr16:94166333","chr16:94168419",50,2,3
"chr16:94171052","chr16:94171224",3,2,1
"chr16:94171052","chr16:94171463",7,2,1
"chr16:94171721","chr16:94184770",2,6,4
"chr16:94171721","chr16:94192873",1,6,3
"chr16:94171721","chr16:94204172",147,6,7
"chr16:94171831","chr16:94184770",1,4,4
"chr16:94171831","chr16:94204172",143,4,7
"chr16:94184926","chr16:94185204",5,3,1
"chr16:94184926","chr16:94185642",6,3,3
"chr16:94186283","chr16:94188195",3,3,1
"chr16:94186283","chr16:94189123",2,3,3
"chr16:94194034","chr16:94204172",3,2,7
"chr16:94204228","chr16:94209412",9,9,1
"chr16:94204228","chr16:94209605",3,9,1
"chr16:94204228","chr16:94210542",197,9,7
"chr16:94204228","chr16:94211691",303,9,8
"chr16:94204228","chr16:94211730",1,9,1
"chr16:94204228","chr16:94216807",1,9,4
"chr16:94209576","chr16:94210542",61,4,7
"chr16:94209576","chr16:94211691",15,4,8
"chr16:94209675","chr16:94210542",3,4,7
"chr16:94209675","chr16:94211691",1,4,8
"chr16:94212983","chr16:94216807",24,4,4
"chr16:94212983","chr16:94217140",1,4,3
"chr16:94225047","chr16:94225945",1495,1,1
"chr16:94227103","chr16:94227603",2,2,1
"chr16:94227103","chr16:94227624",1192,2,1
"chr16:94228787","chr16:94230217",26,1,1
"chr16:94236406","chr16:94240043",250,2,1
"chr16:94236406","chr16:94240046",4,2,1
"chr16:94460553","chr16:94464600",3,2,1
"chr16:94460553","chr16:94464627",1,2,1
"chr16:94581303","chr16:94581494",1,1,1
"chr16:94742089","chr16:94798045",49,1,1
"chr16:95565561","chr16:95566393",3,5,1
"chr16:95565561","chr16:95567173",26,5,2
"chr16:95565561","chr16:95571728",23,5,1
"chr16:95565561","chr16:95571919",2,5,1
"chr16:95567219","chr16:95568925",1,4,1
"chr16:95567219","chr16:95583072",1,4,1
"chr16:95567219","chr16:95603416",2,4,1
"chr16:95567219","chr16:95603427",3,4,1
"chr16:95781312","chr16:95781510",1,4,1
"chr16:95781312","chr16:95783301",316,4,1
"chr16:95781312","chr16:95788492",2,4,4
"chr16:95785192","chr16:95788492",1,2,4
"chr16:95806331","chr16:95809036",4,3,2
"chr16:95806331","chr16:95809337",1,3,1
"chr16:95839186","chr16:95842451",13,1,1
"chr16:95923618","chr16:95925922",15,1,1
"chr16:95946779","chr16:95946855",1,1,1
"chr16:96082279","chr16:96098373",3,3,3
"chr16:96082279","chr16:96098391",5,3,1
"chr16:96226936","chr16:96268906",1,1,1
"chr16:96268991","chr16:96277319",1,3,1
"chr16:96268991","chr16:96295015",1278,3,2
"chr16:96295068","chr16:96298425",2,4,1
"chr16:96295068","chr16:96298429",1,4,1
"chr16:96295068","chr16:96326589",8302,4,6
"chr16:96326742","chr16:96326826",1,2,1
"chr16:96326742","chr16:96326838",1,2,1
"chr16:96394615","chr16:96409235",5,1,1
"chr16:97603322","chr16:97686085",2,1,1
"chr16:97754294","chr16:97757957",1,1,1
"chr16:97765929","chr16:97766845",1,2,1
"chr16:97765929","chr16:97767096",1,2,1
"chr16:97798637","chr16:97809828",9,3,1
"chr16:97798637","chr16:97816865",1,3,7
"chr16:97809956","chr16:97810143",52,3,1
"chr16:97809956","chr16:97816865",10,3,7
"chr16:97810205","chr16:97811318",2,5,1
"chr16:97810205","chr16:97816865",47,5,7
"chr16:97810205","chr16:97832693",2,5,4
"chr16:97816920","chr16:97832442",19,3,1
"chr16:97816920","chr16:97832693",49,3,4
"chr17:3114736","chr17:3119281",10,2,2
"chr17:3129867","chr17:3134242",1,2,2
"chr17:3149675","chr17:3153561",1,3,1
"chr17:3149675","chr17:3162796",3,3,2
"chr17:3162848","chr17:3163562",15,2,2
"chr17:3165694","chr17:3172327",1,3,1
"chr17:3165694","chr17:3195349",50,3,3
"chr17:3479291","chr17:3480468",1,1,1
"chr17:3647401","chr17:3660972",2,2,1
"chr17:3647401","chr17:3696750",1,2,1
"chr17:5736089","chr17:5762662",1,3,1
"chr17:5736089","chr17:5765243",1,3,3
"chr17:5781850","chr17:5790644",2,2,1
"chr17:5781850","chr17:5802966",4,2,1
"chr17:5882024","chr17:5886761",1,2,1
"chr17:5882024","chr17:5889956",1,2,1
"chr17:6058386","chr17:6060006",3,1,1
"chr17:6085835","chr17:6086631",3,2,1
"chr17:6085835","chr17:6094228",1,2,1
"chr17:6094526","chr17:6095919",6,1,1
"chr17:6131150","chr17:6134746",633,3,1
"chr17:6131150","chr17:6187485",2,3,14
"chr17:6156858","chr17:6168570",1,5,4
"chr17:6156858","chr17:6172102",2,5,1
"chr17:6156858","chr17:6187485",29,5,14
"chr17:6157272","chr17:6168570",1,4,4
"chr17:6157272","chr17:6187485",94,4,14
"chr17:6158064","chr17:6174754",1,4,6
"chr17:6158064","chr17:6187485",4,4,14
"chr17:6168642","chr17:6187485",3,2,14
"chr17:6172620","chr17:6174445",8,8,2
"chr17:6172620","chr17:6174754",5,8,6
"chr17:6172620","chr17:6174931",34,8,4
"chr17:6172620","chr17:6187485",20,8,14
"chr17:6174524","chr17:6174754",1,4,6
"chr17:6174524","chr17:6174931",58,4,4
"chr17:6182085","chr17:6182608",1,1,1
"chr17:6227233","chr17:6230230",1,2,1
"chr17:6227233","chr17:6235411",1,2,1
"chr17:6734422","chr17:6744415",1,2,1
"chr17:6734422","chr17:6757652",2,2,1
"chr17:7067084","chr17:7073965",1,6,2
"chr17:7067084","chr17:7095199",1,6,1
"chr17:7067084","chr17:7095217",2,6,1
"chr17:7067084","chr17:7095242",9,6,2
"chr17:7523373","chr17:7526509",17,2,1
"chr17:7523373","chr17:7528402",2,2,1
"chr17:7980407","chr17:7982728",7,2,1
"chr17:7980407","chr17:7983789",1,2,1
"chr17:8105806","chr17:8164927",1,3,1
"chr17:8105806","chr17:8265447",3,3,4
"chr17:8171469","chr17:8173424",3,1,1
"chr17:8502794","chr17:8512246",1,1,1
"chr17:8512566","chr17:8512776",3,3,1
"chr17:8512566","chr17:8517311",1,3,4
"chr17:8516076","chr17:8517099",15,3,1
"chr17:8516076","chr17:8517311",3,3,4
"chr17:8582287","chr17:8582811",1,5,1
"chr17:8582287","chr17:8604752",1,5,3
"chr17:8582287","chr17:8607819",1,5,4
"chr17:8604967","chr17:8607819",2,2,4
"chr17:8611144","chr17:8611251",1,1,1
"chr17:8744648","chr17:8975793",4,4,3
"chr17:8744648","chr17:9117692",1,4,8
"chr17:8955736","chr17:8955927",2,2,6
"chr17:8955760","chr17:8955951",3,2,4
"chr17:8955784","chr17:8955879",1,2,2
"chr17:8955856","chr17:8955927",1,2,6
"chr17:8955904","chr17:8955927",3,2,6
"chr17:8975926","chr17:8976976",4,3,1
"chr17:8975926","chr17:9117692",206,3,8
"chr17:8977100","chr17:9017934",1,4,2
"chr17:8977100","chr17:9117692",31,4,8
"chr17:9149392","chr17:9159972",1,1,1
"chr17:10360904","chr17:10364891",1,2,3
"chr17:10501911","chr17:10537660",7,1,1
"chr17:10622408","chr17:10666925",1,2,1
"chr17:10622408","chr17:10795393",80,2,1
"chr17:11456590","chr17:11457122",3,2,1
"chr17:11456590","chr17:11522476",1,2,1
"chr17:11711682","chr17:11728580",1,3,1
"chr17:11711682","chr17:11739740",1,3,1
"chr17:11711682","chr17:11747127",2,3,1
"chr17:12485706","chr17:12488491",1,3,1
"chr17:12485706","chr17:12491300",12,3,5
"chr17:12496999","chr17:12498598",1,5,1
"chr17:12496999","chr17:12536827",1,5,1
"chr17:12496999","chr17:12536951",1,5,1
"chr17:12496999","chr17:12537384",369,5,2
"chr17:12538060","chr17:12543283",23,2,4
"chr17:12869859","chr17:12871258",8,1,1
"chr17:13061458","chr17:13065124",2,1,1
"chr17:13065300","chr17:13066963",2,4,3
"chr17:13065300","chr17:13070601",1,4,2
"chr17:13130637","chr17:13132625",1,4,1
"chr17:13130637","chr17:13132656",2423,4,1
"chr17:13130637","chr17:13134524",35,4,6
"chr17:13132815","chr17:13134524",1,2,6
"chr17:13132889","chr17:13134443",2,4,2
"chr17:13132889","chr17:13134524",69,4,6
"chr17:13134712","chr17:13134790",2,2,1
"chr17:13134712","chr17:13134833",13,2,1
"chr17:13204841","chr17:13210963",1,1,1
"chr17:13232500","chr17:13233564",3,2,1
"chr17:13232500","chr17:13233912",1301,2,1
"chr17:13700290","chr17:13726453",1,2,1
"chr17:13700290","chr17:13766036",1,2,1
"chr17:13789146","chr17:13791956",1,4,1
"chr17:13789146","chr17:13798037",5,4,1
"chr17:13789146","chr17:13889020",1,4,1
"chr17:13789146","chr17:13948183",3,4,1
"chr17:13809949","chr17:13875312",1,1,1
"chr17:13955475","chr17:13961263",3,4,4
"chr17:13955475","chr17:13980481",1,4,7
"chr17:13955656","chr17:13961263",1,5,4
"chr17:13955656","chr17:13979186",1,5,1
"chr17:13955656","chr17:13980481",1,5,7
"chr17:13979823","chr17:13979981",1,7,3
"chr17:13979823","chr17:13980169",4,7,3
"chr17:13979823","chr17:13980481",1,7,7
"chr17:13979823","chr17:13981547",1,7,1
"chr17:13981041","chr17:14000056",1,3,1
"chr17:13981041","chr17:14024200",77,3,3
"chr17:14024397","chr17:14027538",660,2,1
"chr17:14024397","chr17:14027541",765,2,1
"chr17:14027655","chr17:14029193",89,2,1
"chr17:14027655","chr17:14029196",32,2,1
"chr17:14419541","chr17:14424437",1,1,1
"chr17:15159843","chr17:15161964",1,5,1
"chr17:15159843","chr17:15163071",18,5,1
"chr17:15159843","chr17:15163196",26,5,1
"chr17:15159843","chr17:15163358",36,5,1
"chr17:15159843","chr17:15163820",4,5,1
"chr17:15165447","chr17:15166460",198,3,1
"chr17:15165447","chr17:15166916",2,3,3
"chr17:15202006","chr17:15204475",3,1,1
"chr17:15281445","chr17:15283841",9,4,1
"chr17:15281445","chr17:15283863",2,4,3
"chr17:15281445","chr17:15286087",1,4,1
"chr17:15651891","chr17:15652028",131,2,1
"chr17:15651891","chr17:15652031",9,2,1
"chr17:15696468","chr17:15697576",4824,3,1
"chr17:15696468","chr17:15710417",1,3,5
"chr17:15697684","chr17:15710417",390,4,5
"chr17:15697684","chr17:15713359",3,4,3
"chr17:15714786","chr17:15718414",10,3,2
"chr17:15714786","chr17:15719494",1,3,1
"chr17:15742056","chr17:15742177",397,1,1
"chr17:15783594","chr17:15784497",1,2,1
"chr17:15783594","chr17:15785319",1,2,1
"chr17:15948514","chr17:15950744",190,1,1
"chr17:17514852","chr17:17590167",2,3,1
"chr17:17514852","chr17:17593719",19,3,4
"chr17:17610327","chr17:17613706",1,2,1
"chr17:17610327","chr17:17613716",12,2,1
"chr17:17674600","chr17:17677367",3,3,1
"chr17:17674600","chr17:17677371",3,3,1
"chr17:17674600","chr17:17677401",1,3,1
"chr17:18058506","chr17:18058577",27,3,1
"chr17:18058506","chr17:18058600",5,3,1
"chr17:18058506","chr17:18058615",1,3,1
"chr17:18058789","chr17:18059246",28,2,1
"chr17:18058789","chr17:18060040",1,2,1
"chr17:21229249","chr17:21231937",12,4,3
"chr17:21229249","chr17:21240333",1,4,6
"chr17:21232035","chr17:21239090",1,3,1
"chr17:21232035","chr17:21240333",24,3,6
"chr17:21682050","chr17:21683633",3,3,1
"chr17:21682050","chr17:21727601",1,3,4
"chr17:21711579","chr17:21720472",2,2,3
"chr17:21720565","chr17:21721779",1,3,1
"chr17:21720565","chr17:21725242",7,3,1
"chr17:21720565","chr17:21742853",1,3,1
"chr17:21725370","chr17:21727601",64,3,4
"chr17:21725370","chr17:21728248",6,3,1
"chr17:21743074","chr17:21752311",7,3,1
"chr17:21743074","chr17:21756084",1,3,3
"chr17:21748329","chr17:21750538",1,1,1
"chr17:21753967","chr17:21754684",9,2,1
"chr17:21753967","chr17:21754689",1,2,1
"chr17:21758933","chr17:21759025",1,2,1
"chr17:21758933","chr17:21775246",1,2,1
"chr17:21787508","chr17:21789277",27,4,4
"chr17:21787508","chr17:21789310",123,4,4
"chr17:21788921","chr17:21789277",3,4,4
"chr17:21788921","chr17:21789310",1,4,4
"chr17:21794219","chr17:21797558",11,3,1
"chr17:21794219","chr17:21803291",8,3,2
"chr17:21869794","chr17:21870722",7,3,1
"chr17:21869794","chr17:21871186",1,3,3
"chr17:21876528","chr17:21877828",29,3,1
"chr17:21876528","chr17:21879020",2,3,4
"chr17:21877956","chr17:21879020",61,2,4
"chr17:21899118","chr17:21900041",3,3,1
"chr17:21899118","chr17:21900505",5,3,3
"chr17:21900595","chr17:21901352",1,2,1
"chr17:21900595","chr17:21904941",1,2,1
"chr17:21927704","chr17:21928185",1,1,1
"chr17:22149474","chr17:22151973",1,5,1
"chr17:22149474","chr17:22160706",1,5,2
"chr17:22149474","chr17:22172868",3,5,3
"chr17:22288879","chr17:22291836",7,3,1
"chr17:22288879","chr17:22297569",233,3,2
"chr17:22511437","chr17:22528185",1,3,1
"chr17:22511437","chr17:22528485",1,3,2
"chr17:22562675","chr17:22577803",4,2,2
"chr17:22663273","chr17:22664304",1,3,1
"chr17:22663273","chr17:22665777",2,3,3
"chr17:22665875","chr17:22670077",1,1,1
"chr17:22670134","chr17:22670684",1,2,1
"chr17:22670134","chr17:22672432",2,2,1
"chr17:22672560","chr17:22673404",5,1,1
"chr17:22935916","chr17:22937255",9,2,2
"chr17:22937339","chr17:22958635",1,2,1
"chr17:22937339","chr17:22958927",1,2,1
"chr17:22967085","chr17:22972758",2,1,1
"chr17:22971836","chr17:22998380",2,5,1
"chr17:22971836","chr17:23001024",1,5,2
"chr17:22971836","chr17:23035266",2,5,5
"chr17:23001092","chr17:23004787",3,4,3
"chr17:23001092","chr17:23035266",1,4,5
"chr17:23035358","chr17:23036534",7,3,1
"chr17:23035358","chr17:23076223",3,3,4
"chr17:23071741","chr17:23076223",63,4,4
"chr17:23071741","chr17:23084220",1,4,3
"chr17:23080536","chr17:23080705",1,1,1
"chr17:23397376","chr17:23397823",1,3,1
"chr17:23397376","chr17:23401121",3,3,2
"chr17:23794061","chr17:23794923",1,2,1
"chr17:23794061","chr17:23796003",1,2,1
"chr17:23799837","chr17:23800030",1,2,1
"chr17:23799837","chr17:23800051",1,2,1
"chr17:23893043","chr17:23893508",32,4,3
"chr17:23893043","chr17:23893857",58,4,3
"chr17:23924210","chr17:23924352",1,1,1
"chr17:23974919","chr17:23975520",691,3,1
"chr17:23974919","chr17:23981949",1,3,3
"chr17:23982293","chr17:23989208",3,3,1
"chr17:23982293","chr17:23990388",1,3,3
"chr17:23996074","chr17:23996785",49,12,1
"chr17:23996074","chr17:23998459",1,12,1
"chr17:23996074","chr17:23998601",1269,12,5
"chr17:23996074","chr17:23998980",2,12,3
"chr17:23996074","chr17:24004218",2,12,2
"chr17:23996074","chr17:24004974",11,12,6
"chr17:23996074","chr17:24005150",2,12,6
"chr17:23996915","chr17:23998601",2,6,5
"chr17:23996915","chr17:24004974",3,6,6
"chr17:23996915","chr17:24005150",2,6,6
"chr17:23999031","chr17:24004974",5,4,6
"chr17:23999031","chr17:24005150",1,4,6
"chr17:24009920","chr17:24010303",1,3,1
"chr17:24009920","chr17:24011363",22,3,3
"chr17:24011486","chr17:24014458",1,5,1
"chr17:24011486","chr17:24025905",9,5,7
"chr17:24011486","chr17:24027039",1,5,8
"chr17:24013121","chr17:24013245",1,2,1
"chr17:24013121","chr17:24013288",1,2,1
"chr17:24022373","chr17:24025905",108,7,7
"chr17:24022373","chr17:24025908",2,7,1
"chr17:24022373","chr17:24027039",20,7,8
"chr17:24022373","chr17:24027327",1,7,4
"chr17:24022972","chr17:24025905",1,4,7
"chr17:24022972","chr17:24027039",1,4,8
"chr17:24026177","chr17:24027039",698,2,8
"chr17:24029021","chr17:24029386",16,1,1
"chr17:24030706","chr17:24030790",2,2,1
"chr17:24030706","chr17:24031401",47,2,1
"chr17:24040665","chr17:24041386",6,1,1
"chr17:24041675","chr17:24041976",1,2,1
"chr17:24041675","chr17:24042764",12,2,1
"chr17:24042879","chr17:24042989",16,1,1
"chr17:24043954","chr17:24045559",166,5,1
"chr17:24043954","chr17:24046441",20362,5,4
"chr17:24043954","chr17:24047817",2,5,5
"chr17:24046548","chr17:24047617",2,6,1
"chr17:24046548","chr17:24047720",6,6,1
"chr17:24046548","chr17:24047817",10113,6,5
"chr17:24046548","chr17:24048056",1,6,4
"chr17:24330092","chr17:24360410",18,1,1
"chr17:24360812","chr17:24360912",1,4,1
"chr17:24360812","chr17:24361055",2,4,3
"chr17:24360812","chr17:24361058",3,4,1
"chr17:24361135","chr17:24361243",1,2,1
"chr17:24361135","chr17:24361424",11,2,1
"chr17:24375647","chr17:24376501",31,1,1
"chr17:24383024","chr17:24383118",2,1,1
"chr17:24383187","chr17:24383706",6,2,3
"chr17:24383857","chr17:24387688",2,4,1
"chr17:24383857","chr17:24388179",26,4,1
"chr17:24383857","chr17:24388576",1,4,3
"chr17:24571226","chr17:24576892",5,2,1
"chr17:24571226","chr17:24579861",1,2,1
"chr17:24633709","chr17:24634014",75,3,1
"chr17:24633709","chr17:24637011",5,3,5
"chr17:24634137","chr17:24637011",56,5,5
"chr17:24634137","chr17:24637043",1,5,1
"chr17:24634137","chr17:24637430",1,5,3
"chr17:24640826","chr17:24641123",6,2,1
"chr17:24640826","chr17:24641211",1,2,1
"chr17:24747411","chr17:24747582",1,2,1
"chr17:24747411","chr17:24747609",167,2,1
"chr17:24769452","chr17:24783309",1,2,2
"chr17:24783382","chr17:24783552",1,3,1
"chr17:24783382","chr17:24783984",1,3,3
"chr17:24815741","chr17:24815828",562,2,1
"chr17:24815741","chr17:24815915",1,2,1
"chr17:24849974","chr17:24850918",3,1,1
"chr17:24859364","chr17:24860682",1,2,2
"chr17:24913417","chr17:24914227",551,4,3
"chr17:24913417","chr17:24914804",3,4,4
"chr17:24939427","chr17:24939507",39,2,1
"chr17:24939427","chr17:24940633",1,2,1
"chr17:24939706","chr17:24939942",45,1,1
"chr17:24940277","chr17:24940531",1,3,1
"chr17:24940277","chr17:24940596",29149,3,2
"chr17:24940676","chr17:24940776",1,2,5
"chr17:24940689","chr17:24940776",14083,2,5
"chr17:24941195","chr17:24941354",17634,4,3
"chr17:24941195","chr17:24943160",3,4,5
"chr17:24941495","chr17:24941624",138,5,1
"chr17:24941495","chr17:24941628",3634,5,3
"chr17:24941495","chr17:24943160",2,5,5
"chr17:24960912","chr17:24961283",3,1,1
"chr17:25072671","chr17:25073054",20,2,1
"chr17:25072671","chr17:25075611",3,2,1
"chr17:25076599","chr17:25079919",6,3,1
"chr17:25076599","chr17:25083166",1,3,7
"chr17:25080024","chr17:25080286",20,3,1
"chr17:25080024","chr17:25082650",3,3,4
"chr17:25080389","chr17:25082650",353,5,4
"chr17:25080389","chr17:25082653",1,5,1
"chr17:25080389","chr17:25083166",5,5,7
"chr17:25082731","chr17:25083140",1,3,1
"chr17:25082731","chr17:25083166",2429,3,7
"chr17:25110111","chr17:25110333",1,1,1
"chr17:25115534","chr17:25115601",9,2,1
"chr17:25115534","chr17:25115637",1,2,1
"chr17:25115928","chr17:25116001",82,3,1
"chr17:25115928","chr17:25116187",105,3,6
"chr17:25116115","chr17:25116187",1729,3,6
"chr17:25116115","chr17:25116205",3,3,1
"chr17:25126361","chr17:25127384",6,3,1
"chr17:25126361","chr17:25128123",1,3,2
"chr17:25133680","chr17:25136968",4,2,1
"chr17:25133680","chr17:25137061",1,2,1
"chr17:25137114","chr17:25142789",8,2,3
"chr17:25239714","chr17:25252056",1,2,3
"chr17:25459339","chr17:25460037",2,2,3
"chr17:25460836","chr17:25461132",30,3,1
"chr17:25460836","chr17:25461427",1,3,4
"chr17:25461197","chr17:25461392",3,3,1
"chr17:25461197","chr17:25461427",327,3,4
"chr17:25483820","chr17:25484092",47,1,1
"chr17:25488454","chr17:25491511",4,4,1
"chr17:25488454","chr17:25492294",6,4,3
"chr17:25488454","chr17:25493135",2,4,1
"chr17:25873581","chr17:25874061",1,1,1
"chr17:25875088","chr17:25881487",175,2,3
"chr17:25936556","chr17:25937640",4915,2,5
"chr17:25937773","chr17:25937900",8545,2,1
"chr17:25937773","chr17:25937910",1,2,1
"chr17:25938259","chr17:25938341",2,1,1
"chr17:25946822","chr17:25947496",3,1,1
"chr17:26003700","chr17:26003977",1,1,1
"chr17:26009753","chr17:26009895",1,4,1
"chr17:26009753","chr17:26009906",1999,4,1
"chr17:26009753","chr17:26010319",5,4,4
"chr17:26028361","chr17:26035390",6,2,1
"chr17:26028361","chr17:26053614",1,2,1
"chr17:26055168","chr17:26055372",1,2,1
"chr17:26055168","chr17:26055384",7,2,1
"chr17:26062135","chr17:26062888",1,3,1
"chr17:26062135","chr17:26062914",18,3,2
"chr17:26082940","chr17:26083176",1,4,4
"chr17:26082940","chr17:26083224",9,4,5
"chr17:26083014","chr17:26083176",1,4,4
"chr17:26083014","chr17:26083224",205,4,5
"chr17:26083696","chr17:26084508",1,3,1
"chr17:26083696","chr17:26087387",2,3,3
"chr17:26094701","chr17:26094933",2,5,1
"chr17:26094701","chr17:26095193",2,5,3
"chr17:26094701","chr17:26095468",1,5,4
"chr17:26095254","chr17:26095468",34,2,4
"chr17:26095714","chr17:26095923",390,2,1
"chr17:26095714","chr17:26095936",1,2,1
"chr17:26150013","chr17:26150435",3,3,1
"chr17:26150013","chr17:26153731",1,3,2
"chr17:26184502","chr17:26192064",36,3,1
"chr17:26184502","chr17:26204444",6,3,3
"chr17:26306434","chr17:26306995",3,5,1
"chr17:26306434","chr17:26307902",2,5,3
"chr17:26306434","chr17:26308937",1,5,3
"chr17:26311127","chr17:26312590",7,5,1
"chr17:26311127","chr17:26312832",1,5,4
"chr17:26311127","chr17:26313110",1,5,5
"chr17:26312704","chr17:26312832",2,4,4
"chr17:26312704","chr17:26313110",9,4,5
"chr17:26323379","chr17:26447273",1,2,1
"chr17:26323379","chr17:26545672",20,2,1
"chr17:26343693","chr17:26344230",1,3,3
"chr17:26343693","chr17:26345315",1,3,1
"chr17:26344366","chr17:26344451",89,2,1
"chr17:26344366","chr17:26344473",2,2,1
"chr17:26344539","chr17:26345244",1494,2,1
"chr17:26344539","chr17:26345265",17,2,1
"chr17:26409206","chr17:26412912",1,1,1
"chr17:26418504","chr17:26418586",1371,3,3
"chr17:26418504","chr17:26418589",2,3,1
"chr17:26418651","chr17:26418725",100,6,1
"chr17:26418651","chr17:26418743",1,6,1
"chr17:26418651","chr17:26418988",4,6,4
"chr17:26418651","chr17:26419164",1,6,3
"chr17:26472066","chr17:26472947",2,3,1
"chr17:26472066","chr17:26474004",22,3,3
"chr17:26485368","chr17:26486188",94,1,1
"chr17:26499103","chr17:26500598",27,1,1
"chr17:26848654","chr17:26848874",1,2,1
"chr17:26848654","chr17:26853390",15,2,1
"chr17:26934749","chr17:26976778",6,2,7
"chr17:26955958","chr17:26976778",1,2,7
"chr17:26958643","chr17:26976778",1,2,7
"chr17:27153701","chr17:27154027",1,2,1
"chr17:27153701","chr17:27154038",1,2,1
"chr17:27157151","chr17:27157391",4150,3,1
"chr17:27157151","chr17:27157545",1,3,4
"chr17:27157442","chr17:27157545",617,3,4
"chr17:27157442","chr17:27157554",6,3,1
"chr17:27157592","chr17:27157700",193,2,3
"chr17:27158067","chr17:27158290",2,4,3
"chr17:27158067","chr17:27158424",7,4,3
"chr17:27182062","chr17:27183800",4,2,1
"chr17:27182062","chr17:27183806",1,2,1
"chr17:27184013","chr17:27185843",2,2,1
"chr17:27184013","chr17:27185856",6,2,1
"chr17:27195370","chr17:27196165",1,1,1
"chr17:27226351","chr17:27227031",1,2,1
"chr17:27226351","chr17:27227041",6,2,1
"chr17:27344191","chr17:27344309",1,3,1
"chr17:27344191","chr17:27344857",5622,3,2
"chr17:27344933","chr17:27352713",1185,2,4
"chr17:27782991","chr17:27783122",4616,2,3
"chr17:27783190","chr17:27783358",17,2,4
"chr17:27783229","chr17:27783358",257,6,4
"chr17:27783229","chr17:27783535",3,6,5
"chr17:27783229","chr17:27783595",1,6,2
"chr17:27783385","chr17:27783535",19,4,5
"chr17:27783385","chr17:27784633",1,4,4
"chr17:27783725","chr17:27784218",1,3,1
"chr17:27783725","chr17:27784633",15,3,4
"chr17:27801067","chr17:27802185",23,1,1
"chr17:27815809","chr17:27816054",2,4,1
"chr17:27815809","chr17:27830517",1,4,1
"chr17:27815809","chr17:27841564",5,4,1
"chr17:27815809","chr17:27842060",80,4,1
"chr17:27849481","chr17:27850173",3072,4,2
"chr17:27849481","chr17:27851252",2,4,3
"chr17:27853450","chr17:27853717",1,2,1
"chr17:27853450","chr17:27854177",21,2,1
