"junction","presence_in_cells","total_UMI"
"chr12:71178861-71180673_S",1,1
"chr12:71763611-71764791_S",1,1
"chr12:72132958-72136088_S",1,1
"chr12:72141642-72147383_S",1,1
"chr12:72259352-72264192_S",1,1
"chr12:72313726-72315512_S",1,1
"chr12:72833545-72833883_S",1,1
"chr12:72950109-72952958_S",1,1
"chr12:73327407-73327757_S",1,1
"chr12:73973529-73996397_S",1,1
"chr12:74011521-74014120_S",1,1
"chr12:74285145-74311860_S",1,1
"chr12:74829087-74831558_S",1,1
"chr12:76402843-76415618_S",1,1
"chr12:76402843-76415773_S",1,1
"chr12:76449670-76449988_S",1,1
"chr12:76812413-76829586_S",1,1
"chr12:76864726-76865749_S",1,1
"chr12:76921898-76923042_S",1,1
"chr12:76969465-76969545_S",1,1
"chr12:76969465-76999942_S",1,1
"chr12:76986865-77008036_S",1,1
"chr12:77008258-77008868_S",1,1
"chr12:77008258-77081939_S",1,1
"chr12:77324230-77370618_S",1,1
"chr12:78273616-78363425_S",1,1
"chr12:78551526-78569671_S",1,1
"chr12:78780980-78781079_S",1,1
"chr12:78841108-78843876_S",1,1
"chr12:78904119-78908648_S",1,1
"chr12:79024716-79053746_S",1,1
"chr12:79203346-79207182_S",1,1
"chr12:79850043-79860683_S",1,1
"chr12:79850043-79860715_S",1,1
"chr12:80167445-80171606_S",1,1
"chr12:80196657-80207537_S",1,1
"chr12:80509280-80509670_S",1,1
"chr12:80522963-80526039_S",1,1
"chr12:80596488-80600215_S",1,1
"chr12:80596488-80600217_S",1,1
"chr12:80687819-80689562_S",1,1
"chr12:80875018-80897987_S",1,1
"chr12:80875018-80915200_S",1,1
"chr12:80994640-80994902_S",1,1
"chr12:80994640-80995868_S",1,1
"chr12:81406119-81527704_S",1,1
"chr12:81527777-81531539_S",1,1
"chr12:81527777-81546810_S",1,1
"chr12:81551414-81579138_S",1,1
"chr12:81557740-81579138_S",1,1
"chr12:81678576-81678869_S",1,1
"chr12:81975149-81980304_S",1,1
"chr12:82147182-82148546_S",1,1
"chr12:82409906-82410603_S",1,1
"chr12:82493706-82496674_S",1,1
"chr12:83567392-83588617_S",1,1
"chr12:83679192-83685046_S",1,1
"chr12:83679192-83706196_S",1,1
"chr12:83698219-83707368_S",1,1
"chr12:83706383-83707368_S",1,1
"chr12:83711034-83714329_S",1,1
"chr12:83992340-83996828_S",1,1
"chr12:83992340-83997385_S",1,1
"chr12:84066281-84076182_S",1,1
"chr12:84085742-84089964_S",1,1
"chr12:84241969-84246114_S",1,1
"chr12:84349182-84352699_S",1,1
"chr12:84355207-84355948_S",1,1
"chr12:84458044-84461347_S",1,1
"chr12:84461492-84466747_S",1,1
"chr12:84466829-84468025_S",1,1
"chr12:84472055-84475116_S",1,1
"chr12:84477108-84479130_S",1,1
"chr12:84477108-84480074_S",1,1
"chr12:84649934-84650722_S",1,1
"chr12:84981898-84988534_S",1,1
"chr12:84998156-85017471_S",1,1
"chr12:85087768-85088895_S",1,1
"chr12:85104077-85104380_S",1,1
"chr12:85111876-85116392_S",1,1
"chr12:85194645-85196397_S",1,1
"chr12:85383260-85385978_S",1,1
"chr12:85531045-85532679_S",1,1
"chr12:85863209-85871244_S",1,1
"chr12:85966012-85972413_S",1,1
"chr12:86131961-86132516_S",1,1
"chr12:86131961-86158384_S",1,1
"chr12:86186870-86190770_S",1,1
"chr12:86186870-86207922_S",1,1
"chr12:86291481-86293305_S",1,1
"chr12:86291481-86303641_S",1,1
"chr12:86999706-87007045_S",1,1
"chr12:87007216-87008558_S",1,1
"chr12:87249911-87254682_S",1,1
"chr12:87494393-87494615_S",1,1
"chr12:87494393-87496069_S",1,1
"chr12:87494393-87496573_S",1,1
"chr12:87503739-87504148_S",1,1
"chr12:87506261-87506901_S",1,1
"chr12:90250425-90298882_S",1,1
"chr12:90492358-90496856_S",1,1
"chr12:90492358-90496859_S",1,1
"chr12:90492358-90496871_S",1,1
"chr12:91368029-91380701_S",1,1
"chr12:91368029-91380741_S",1,1
"chr12:91526626-91529682_S",1,1
"chr12:91526626-91553473_S",1,1
"chr12:98598297-98600248_S",1,1
"chr12:98600579-98603824_S",1,1
"chr12:98614742-98624471_S",1,1
"chr12:98713782-98722443_S",1,1
"chr12:98751666-98751901_S",1,1
"chr12:98887043-98908476_S",1,1
"chr12:98930867-98931668_S",1,1
"chr12:100081222-100081727_S",1,1
"chr12:100117594-100125125_S",1,1
"chr12:100165976-100172356_S",1,1
"chr12:100168683-100169814_S",1,1
"chr12:100171979-100172376_S",1,1
"chr12:100171979-100175861_S",1,1
"chr12:100173755-100175671_S",1,1
"chr12:100385830-100413118_S",1,1
"chr12:100567599-100570095_S",1,1
"chr12:100567599-100570159_S",1,1
"chr12:100862496-100904069_S",1,1
"chr12:100995724-101008855_S",1,1
"chr12:101005449-101009477_S",1,1
"chr12:101052612-101054278_S",1,1
"chr12:101868602-101870834_S",1,1
"chr12:101899324-101900515_S",1,1
"chr12:101914699-101924276_S",1,1
"chr12:101914699-101924392_S",1,1
"chr12:101935894-101941465_S",1,1
"chr12:101935894-101943042_S",1,1
"chr12:101935897-101941345_S",1,1
"chr12:101969022-101969391_S",1,1
"chr12:102292172-102292592_S",1,1
"chr12:102529333-102531069_S",1,1
"chr12:102529333-102531218_S",1,1
"chr12:102686454-102693462_S",1,1
"chr12:102686454-102723799_S",1,1
"chr12:102709654-102723799_S",1,1
"chr12:102915835-102937637_S",1,1
"chr12:102957730-102964855_S",1,1
"chr12:102988136-103008373_S",1,1
"chr12:103117622-103117677_S",1,1
"chr12:103367327-103368338_S",1,1
"chr12:103369688-103370095_S",1,1
"chr12:103401833-103402034_S",1,1
"chr12:103402942-103403648_S",1,1
"chr12:103403784-103403934_S",1,1
"chr12:103403965-103406212_S",1,1
"chr12:103406329-103406349_S",1,1
"chr12:103406329-103406370_S",1,1
"chr12:103500404-103524626_S",1,1
"chr12:103500404-103542539_S",1,1
"chr12:104658462-104660736_S",1,1
"chr12:104698247-104705041_S",1,1
"chr12:105252731-105349886_S",1,1
"chr12:105868940-105871973_S",1,1
"chr12:106009152-106017193_S",1,1
"chr12:106009152-106036783_S",1,1
"chr12:106029068-106036783_S",1,1
"chr12:106029068-106036786_S",1,1
"chr12:106036875-106037828_S",1,1
"chr12:107560432-107579875_S",1,1
"chr12:107560432-107579879_S",1,1
"chr12:107759579-107766069_S",1,1
"chr12:107759579-107791260_S",1,1
"chr12:107759579-107802610_S",1,1
"chr12:107956087-107956882_S",1,1
"chr12:108131432-108144687_S",1,1
"chr12:108165643-108168334_S",1,1
"chr12:108521473-108526071_S",1,1
"chr12:108640725-108642360_S",1,1
"chr12:108652725-108654594_S",1,1
"chr12:108821545-108828269_S",1,1
"chr12:109509689-109525700_S",1,1
"chr12:109512426-109514446_S",1,1
"chr12:109512426-109515725_S",1,1
"chr12:109526539-109526768_S",1,1
"chr12:109526539-109528156_S",1,1
"chr12:109527743-109528319_S",1,1
"chr12:109547570-109550998_S",1,1
"chr12:109547625-109549787_S",1,1
"chr12:109547625-109550219_S",1,1
"chr12:109573931-109583607_S",1,1
"chr12:109573931-109586746_S",1,1
"chr12:109604361-109606700_S",1,1
"chr12:109606763-109608998_S",1,1
"chr12:109619150-109620719_S",1,1
"chr12:110069710-110105671_S",1,1
"chr12:110192161-110194368_S",1,1
"chr12:110192161-110218515_S",1,1
"chr12:110414472-110415963_S",1,1
"chr12:110512336-110512584_S",1,1
"chr12:110609721-110611352_S",1,1
"chr12:110662115-110662199_S",1,1
"chr12:110662115-110662576_S",1,1
"chr12:110704712-110745729_S",1,1
"chr12:110745913-110759547_S",1,1
"chr12:110745913-110769838_S",1,1
"chr12:110840564-110846118_S",1,1
"chr12:110843405-110845421_S",1,1
"chr12:110896205-110897833_S",1,1
"chr12:110896205-110901032_S",1,1
"chr12:111215081-111217563_S",1,1
"chr12:111215081-111219097_S",1,1
"chr12:111514623-111521464_S",1,1
"chr12:111539709-111540011_S",1,1
"chr12:111539709-111540310_S",1,1
"chr12:111541536-111581829_S",1,1
"chr12:111573553-111602218_S",1,1
"chr12:111590978-111593509_S",1,1
"chr12:111606475-111613904_S",1,1
"chr12:111636105-111636295_S",1,1
"chr12:111636105-111638296_S",1,1
"chr12:111677847-111679018_S",1,1
"chr12:111696547-111700102_S",1,1
"chr12:111696547-111721397_S",1,1
"chr12:111755894-111761981_S",1,1
"chr12:111755921-111760082_S",1,1
"chr12:111792067-111793976_S",1,1
"chr12:111792067-111793979_S",1,1
"chr12:112569657-112570447_S",1,1
"chr12:112940992-112941123_S",1,1
"chr12:113107776-113117394_S",1,1
"chr12:116221095-116226184_S",1,1
"chr12:116221095-116226206_S",1,1
"chr12:116467768-116500417_S",1,1
"chr12:116864668-116865872_S",1,1
"chr12:116986489-117125213_S",1,1
"chr13:3288407-3311089_S",1,1
"chr13:3535221-3538985_S",1,1
"chr13:3598971-3615575_S",1,1
"chr13:4182836-4186600_S",1,1
"chr13:6446442-6459251_S",1,1
"chr13:6598266-6599615_S",1,1
"chr13:8007352-8066108_S",1,1
"chr13:8007352-8085007_S",1,1
"chr13:8609227-8609757_S",1,1
"chr13:8906965-8921518_S",1,1
"chr13:8911302-8920672_S",1,1
"chr13:8911302-8920905_S",1,1
"chr13:9173999-9186814_S",1,1
"chr13:9770969-9814381_S",1,1
"chr13:9770969-9814763_S",1,1
"chr13:9770969-9815196_S",1,1
"chr13:9929054-10172262_S",1,1
"chr13:11896585-11896656_S",1,1
"chr13:11896585-11896704_S",1,1
"chr13:11896585-11896728_S",1,1
"chr13:11905735-11933196_S",1,1
"chr13:12474198-12476121_S",1,1
"chr13:12619351-12620583_S",1,1
"chr13:12619351-12621715_S",1,1
"chr13:13805685-13807129_S",1,1
"chr13:13805685-13808614_S",1,1
"chr13:13823552-13824911_S",1,1
"chr13:13928272-13928407_S",1,1
"chr13:13980756-14018596_S",1,1
"chr13:14179869-14181026_S",1,1
"chr13:14194473-14203860_S",1,1
"chr13:14232474-14233903_S",1,1
"chr13:14234043-14237790_S",1,1
"chr13:14552568-14697408_S",1,1
"chr13:14786190-14787446_S",1,1
"chr13:14786190-14787492_S",1,1
"chr13:14795392-14799787_S",1,1
"chr13:14799846-14799938_S",1,1
"chr13:15950158-15971162_S",1,1
"chr13:15956492-15971228_S",1,1
"chr13:15956492-16197391_S",1,1
"chr13:15971267-16090281_S",1,1
"chr13:15971267-16147822_S",1,1
"chr13:15990574-16083645_S",1,1
"chr13:15990574-16178411_S",1,1
"chr13:16091233-16185013_S",1,1
"chr13:16119893-16147822_S",1,1
"chr13:16119893-16178411_S",1,1
"chr13:16147934-16165611_S",1,1
"chr13:16180706-16185055_S",1,1
"chr13:16185148-16197391_S",1,1
"chr13:16192269-16200281_S",1,1
"chr13:17859371-17869512_S",1,1
"chr13:18166335-18167376_S",1,1
"chr13:18994722-18998396_S",1,1
"chr13:19012117-19013202_S",1,1
"chr13:19012117-19013392_S",1,1
"chr13:20369675-20376204_S",1,1
"chr13:21632065-21633443_S",1,1
"chr13:21632065-21633610_S",1,1
"chr13:23541884-23544456_S",1,1
"chr13:23541884-23552289_S",1,1
"chr13:23868605-23876161_S",1,1
"chr13:24822920-24826912_S",1,1
"chr13:24858654-24859757_S",1,1
"chr13:24879686-24880453_S",1,1
"chr13:25004883-25015100_S",1,1
"chr13:25004883-25015461_S",1,1
"chr13:25016079-25020837_S",1,1
"chr13:29129477-29143801_S",1,1
"chr13:29198518-29199267_S",1,1
"chr13:29200375-29200692_S",1,1
"chr13:29200863-29201405_S",1,1
"chr13:29200863-29202290_S",1,1
"chr13:29200863-29207613_S",1,1
"chr13:29207196-29223925_S",1,1
"chr13:29212453-29212568_S",1,1
"chr13:29215621-29219889_S",1,1
"chr13:29447290-29447317_S",1,1
"chr13:29658693-29673409_S",1,1
"chr13:29961285-30033921_S",1,1
"chr13:30892085-30894688_S",1,1
"chr13:31545210-31555421_S",1,1
"chr13:34115630-34180225_S",1,1
"chr13:34120081-34124808_S",1,1
"chr13:34180335-34186448_S",1,1
"chr13:34228511-34230768_S",1,1
"chr13:34248017-34257708_S",1,1
"chr13:34314055-34316134_S",1,1
"chr13:34314055-34327036_S",1,1
"chr13:35086659-35087171_S",1,1
"chr13:35087257-35087512_S",1,1
"chr13:35925872-35999891_S",1,1
"chr13:36080909-36082797_S",1,1
"chr13:36797397-36816311_S",1,1
"chr13:36797397-36829835_S",1,1
"chr13:36914226-36916838_S",1,1
"chr13:38227118-38227884_S",1,1
"chr13:38227118-38231220_S",1,1
"chr13:38227955-38229248_S",1,1
"chr13:38227955-38231220_S",1,1
"chr13:38395118-38404663_S",1,1
"chr13:38788005-38803065_S",1,1
"chr13:42842258-42846799_S",1,1
"chr13:42842258-42846831_S",1,1
"chr13:42842258-42846849_S",1,1
"chr13:42863327-42867279_S",1,1
"chr13:43110258-43156244_S",1,1
"chr13:43191007-43204433_S",1,1
"chr13:43305457-43305533_S",1,1
"chr13:43323424-43324784_S",1,1
"chr13:43323424-43324804_S",1,1
"chr13:43419181-43424489_S",1,1
"chr13:43539090-43539209_S",1,1
"chr13:43539090-43548212_S",1,1
"chr13:43552272-43554975_S",1,1
"chr13:44976992-45001755_S",1,1
"chr13:45232101-45232230_S",1,1
"chr13:45232101-45270830_S",1,1
"chr13:45401745-45403552_S",1,1
"chr13:45401745-45405846_S",1,1
"chr13:45401745-45407398_S",1,1
"chr13:45949114-45993495_S",1,1
"chr13:45949114-46002994_S",1,1
"chr13:46763216-46789096_S",1,1
"chr13:46827146-46827728_S",1,1
"chr13:46932470-46938721_S",1,1
"chr13:48394081-48415395_S",1,1
"chr13:48394081-48415411_S",1,1
"chr13:48746134-48759748_S",1,1
"chr13:49196343-49204832_S",1,1
"chr13:49807979-49810150_S",1,1
"chr13:50603019-50603244_S",1,1
"chr13:51620602-51626838_S",1,1
"chr13:51816736-51819304_S",1,1
"chr13:52629269-52632505_S",1,1
"chr13:53016203-53017266_S",1,1
"chr13:53016203-53041276_S",1,1
"chr13:53064629-53066943_S",1,1
"chr13:53064629-53066951_S",1,1
"chr13:53073303-53082301_S",1,1
"chr13:53073303-53083490_S",1,1
"chr13:53123058-53131682_S",1,1
"chr13:53500556-53500615_S",1,1
"chr13:53547767-53548335_S",1,1
"chr13:53549432-53549645_S",1,1
"chr13:53549822-53550717_S",1,1
"chr13:54075466-54099434_S",1,1
"chr13:54075466-54109931_S",1,1
"chr13:54250800-54250915_S",1,1
"chr13:54466124-54466338_S",1,1
"chr13:54466124-54466432_S",1,1
"chr13:54466124-54466635_S",1,1
"chr13:54526513-54527773_S",1,1
"chr13:54526801-54527764_S",1,1
"chr13:54526801-54527776_S",1,1
"chr13:54608051-54613992_S",1,1
"chr13:54704460-54709505_S",1,1
"chr13:54707138-54711997_S",1,1
"chr13:54709685-54711997_S",1,1
"chr13:54712086-54712327_S",1,1
"chr13:54712086-54712994_S",1,1
"chr13:54728136-54779149_S",1,1
"chr13:54738233-54738595_S",1,1
"chr13:54741684-54741791_S",1,1
"chr13:54760207-54767132_S",1,1
"chr13:54760207-54786062_S",1,1
"chr13:54803391-54808766_S",1,1
"chr13:54831030-54831381_S",1,1
"chr13:54902622-54905757_S",1,1
"chr13:54902622-54916069_S",1,1
"chr13:54906842-54907280_S",1,1
"chr13:54913506-54914069_S",1,1
"chr13:55035368-55039853_S",1,1
"chr13:55035368-55043169_S",1,1
"chr13:55144398-55145005_S",1,1
"chr13:55212221-55217534_S",1,1
"chr13:55217621-55223070_S",1,1
"chr13:55233508-55248009_S",1,1
"chr13:55241095-55247310_S",1,1
"chr13:55241095-55247671_S",1,1
"chr13:55278441-55279677_S",1,1
"chr13:55278441-55280119_S",1,1
"chr13:55361964-55393330_S",1,1
"chr13:55361964-55408156_S",1,1
"chr13:55381844-55383322_S",1,1
"chr13:55467979-55468134_S",1,1
"chr13:55468658-55469202_S",1,1
"chr13:55530735-55530905_S",1,1
"chr13:55598191-55598740_S",1,1
"chr13:55687526-55687915_S",1,1
"chr13:55745666-55757867_S",1,1
"chr13:55745666-55775544_S",1,1
"chr13:55752196-55754615_S",1,1
"chr13:55752196-55755009_S",1,1
"chr13:55752903-55753068_S",1,1
"chr13:55752903-55791540_S",1,1
"chr13:55772985-55775626_S",1,1
"chr13:55775627-55775681_S",1,1
"chr13:55880881-55895637_S",1,1
"chr13:55923261-55924316_S",1,1
"chr13:56222206-56243936_S",1,1
"chr13:56222206-56252114_S",1,1
"chr13:56244048-56276089_S",1,1
"chr13:56437621-56443638_S",1,1
"chr13:56970455-56979098_S",1,1
"chr13:57843969-57929713_S",1,1
"chr13:58219496-58232864_S",1,1
"chr13:58243030-58261565_S",1,1
"chr13:58412014-58420363_S",1,1
"chr13:58412014-58421370_S",1,1
"chr13:58543502-58544640_S",1,1
"chr13:58548232-58549348_S",1,1
"chr13:58548232-58549877_S",1,1
"chr13:58985871-58986161_S",1,1
"chr13:59026077-59026152_S",1,1
"chr13:59026077-59031729_S",1,1
"chr13:59026077-59035005_S",1,1
"chr13:59325643-59326631_S",1,1
"chr13:59598129-59600753_S",1,1
"chr13:59602495-59608282_S",1,1
"chr13:59692266-59694028_S",1,1
"chr13:59692266-59695369_S",1,1
"chr13:59692266-59703263_S",1,1
"chr13:59692266-59704308_S",1,1
"chr13:59692266-59705415_S",1,1
"chr13:59692266-59732938_S",1,1
"chr13:59917673-59918740_S",1,1
"chr13:59917673-59929887_S",1,1
"chr13:59920670-59926565_S",1,1
"chr13:59920674-59926380_S",1,1
"chr13:62351629-62404419_S",1,1
"chr13:62351629-62420579_S",1,1
"chr13:62604874-62614520_S",1,1
"chr13:62786842-62787517_S",1,1
"chr13:62786842-62790689_S",1,1
"chr13:63430073-63434628_S",1,1
"chr13:63550853-63551915_S",1,1
"chr13:63720968-63742553_S",1,1
"chr13:63720968-63745195_S",1,1
"chr13:64317991-64321881_S",1,1
"chr13:64423671-64445068_S",1,1
"chr13:64440043-64444941_S",1,1
"chr13:64440043-64456635_S",1,1
"chr13:64584643-64585202_S",1,1
"chr13:65432831-65439780_S",1,1
"chr13:67135918-67142016_S",1,1
"chr13:67707407-67708252_S",1,1
"chr13:67839060-67854937_S",1,1
"chr13:67839060-67856221_S",1,1
"chr13:67839060-67858433_S",1,1
"chr13:67877822-67881987_S",1,1
"chr13:67877822-67901072_S",1,1
"chr13:67877822-67901106_S",1,1
"chr13:67981991-67991668_S",1,1
"chr13:68745847-68760948_S",1,1
"chr13:69170018-69175955_S",1,1
"chr13:69170682-69179503_S",1,1
"chr13:69172969-69179507_S",1,1
"chr13:69684653-69701967_S",1,1
"chr13:69714844-69753837_S",1,1
"chr13:69851135-69851877_S",1,1
"chr13:69851135-69851901_S",1,1
"chr13:70768889-70785635_S",1,1
"chr13:73615637-73632379_S",1,1
"chr13:74090174-74090809_S",1,1
"chr13:74090174-74090812_S",1,1
"chr13:74453770-74457808_S",1,1
"chr13:74498528-74500980_S",1,1
"chr13:74526986-74529220_S",1,1
"chr13:74555078-74555334_S",1,1
"chr13:74628486-74628820_S",1,1
"chr13:74628486-74629156_S",1,1
"chr13:75736609-75746214_S",1,1
"chr13:75736609-75760005_S",1,1
"chr13:76256403-76259852_S",1,1
"chr13:76879929-76880778_S",1,1
"chr13:77274834-77283471_S",1,1
"chr13:77982821-78009155_S",1,1
"chr13:78575424-78587431_S",1,1
"chr13:78575424-78587433_S",1,1
"chr13:80697292-80796079_S",1,1
"chr13:81035607-81038214_S",1,1
"chr13:81842897-81858976_S",1,1
"chr13:81931445-81931813_S",1,1
"chr13:81938526-81940058_S",1,1
"chr13:81938526-81940074_S",1,1
"chr13:83671829-83690883_S",1,1
"chr13:83671829-83721824_S",1,1
"chr13:83673109-83704147_S",1,1
"chr13:83673200-83722509_S",1,1
"chr13:83804472-83810498_S",1,1
"chr13:83863529-83878355_S",1,1
"chr13:83863529-83878358_S",1,1
"chr13:83869775-83880831_S",1,1
"chr13:83875598-83878358_S",1,1
"chr13:83876376-83878355_S",1,1
"chr13:83876376-83880673_S",1,1
"chr13:83882487-83885876_S",1,1
"chr13:83882487-83886189_S",1,1
"chr13:83887074-84020774_S",1,1
"chr13:84020881-84031674_S",1,1
"chr13:84039473-84063442_S",1,1
"chr13:84076299-84076959_S",1,1
"chr13:84076299-84099681_S",1,1
"chr13:84173823-84204325_S",1,1
"chr13:84408360-84428884_S",1,1
"chr13:84497045-84497171_S",1,1
"chr13:84827636-84830720_S",1,1
"chr13:84840891-84844247_S",1,1
"chr13:84840891-84845781_S",1,1
"chr13:85338996-85344370_S",1,1
"chr13:89093068-89190550_S",1,1
"chr13:90139284-90140499_S",1,1
"chr13:90219809-90225121_S",1,1
"chr13:90253225-90259630_S",1,1
"chr13:90253225-90267458_S",1,1
"chr13:90253225-90291175_S",1,1
"chr13:91071866-91072480_S",1,1
"chr13:91189108-91221415_S",1,1
"chr13:91682311-91685944_S",1,1
"chr13:91682311-91686730_S",1,1
"chr13:91712814-91812236_S",1,1
"chr13:91818584-91823152_S",1,1
"chr13:91818584-91823176_S",1,1
"chr13:91841179-91842015_S",1,1
"chr13:91857434-91862698_S",1,1
"chr13:91954280-91954907_S",1,1
"chr13:91954280-91955281_S",1,1
"chr13:92888321-92888921_S",1,1
"chr13:93002622-93024930_S",1,1
"chr13:93210240-93210582_S",1,1
"chr13:93312321-93313602_S",1,1
"chr13:93492588-93502750_S",1,1
"chr13:93492588-93538548_S",1,1
"chr13:94017067-94039125_S",1,1
"chr13:95115094-95133636_S",1,1
"chr13:95136437-95138287_S",1,1
"chr13:95145379-95146792_S",1,1
"chr13:95151724-95152328_S",1,1
"chr13:95151724-95153129_S",1,1
"chr13:95226865-95237396_S",1,1
"chr13:95259829-95358982_S",1,1
"chr13:96269288-96269867_S",1,1
"chr13:96269288-96269986_S",1,1
"chr13:96541192-96547097_S",1,1
"chr13:96541192-96550986_S",1,1
"chr13:96655696-96672227_S",1,1
"chr13:96753058-96761202_S",1,1
"chr13:96803217-96806908_S",1,1
"chr13:96847238-96864085_S",1,1
"chr13:97267737-97268416_S",1,1
"chr13:97381726-97381968_S",1,1
"chr13:98282104-98342580_S",1,1
"chr13:98409361-98410427_S",1,1
"chr13:98454118-98455395_S",1,1
"chr13:98454118-98457710_S",1,1
"chr13:98921389-98926239_S",1,1
"chr13:99301120-99303204_S",1,1
"chr13:99301120-99303235_S",1,1
"chr13:99570832-99571023_S",1,1
"chr13:100035535-100036366_S",1,1
"chr13:100136825-100151893_S",1,1
"chr13:100215261-100220648_S",1,1
"chr13:100228836-100229786_S",1,1
"chr13:100261474-100262326_S",1,1
"chr13:100264870-100267591_S",1,1
"chr13:100268975-100269762_S",1,1
"chr13:100598471-100605422_S",1,1
"chr13:100605535-100612977_S",1,1
"chr13:100626673-100628750_S",1,1
"chr13:100626673-100628964_S",1,1
"chr13:100786290-100786535_S",1,1
"chr13:100786290-100786734_S",1,1
"chr13:100786290-100787247_S",1,1
"chr13:100790792-100792257_S",1,1
"chr13:100790792-100802334_S",1,1
"chr13:100846669-100848004_S",1,1
"chr13:100848105-100859187_S",1,1
"chr13:100875704-100876412_S",1,1
"chr13:100877740-100880548_S",1,1
"chr13:100951275-100953516_S",1,1
"chr13:100951275-100957626_S",1,1
"chr13:101008269-101049963_S",1,1
"chr13:101008269-101050973_S",1,1
"chr13:101827092-101827487_S",1,1
"chr13:103194424-103233255_S",1,1
"chr13:103194424-103276670_S",1,1
"chr13:103905959-103910901_S",1,1
"chr13:104247698-104257974_S",1,1
"chr13:104845530-104891759_S",1,1
"chr13:104953875-104969361_S",1,1
"chr13:104970829-104973808_S",1,1
"chr13:104994955-105000030_S",1,1
"chr13:105088091-105119373_S",1,1
"chr13:105103637-105189465_S",1,1
"chr13:105119505-105120673_S",1,1
"chr13:105189633-105189714_S",1,1
"chr13:105189633-105190088_S",1,1
"chr13:105407548-105430770_S",1,1
"chr13:107061665-107072781_S",1,1
"chr13:107105297-107106211_S",1,1
"chr13:107130451-107133254_S",1,1
"chr13:107169458-107169772_S",1,1
"chr13:108183103-108183919_S",1,1
"chr13:108189489-108198983_S",1,1
"chr13:108202826-108217886_S",1,1
"chr13:108228158-108256640_S",1,1
"chr13:108228158-108259640_S",1,1
"chr13:109253615-109470045_S",1,1
"chr13:109253615-109876920_S",1,1
"chr13:110063807-110068850_S",1,1
"chr13:110197025-110197304_S",1,1
"chr13:110197025-110198205_S",1,1
"chr13:110220789-110264216_S",1,1
"chr13:110713340-110719994_S",1,1
"chr13:110713340-110720040_S",1,1
"chr13:110714770-110719659_S",1,1
"chr13:110714770-110720040_S",1,1
"chr13:110719704-110719994_S",1,1
"chr13:110768454-110779043_S",1,1
"chr13:110771077-110773776_S",1,1
"chr13:110771077-110774867_S",1,1
"chr13:110771077-110775251_S",1,1
"chr13:110771077-110779043_S",1,1
"chr13:111974270-111974625_S",1,1
"chr13:113069171-113069632_S",1,1
"chr13:113931233-113944138_S",1,1
"chr13:114425403-114426622_S",1,1
"chr13:114453566-114487263_S",1,1
"chr13:114488063-114524165_S",1,1
"chr13:114590042-114590938_S",1,1
"chr13:114591047-114591656_S",1,1
"chr13:114954860-114957337_S",1,1
"chr13:114957483-114960305_S",1,1
"chr13:114962818-114965013_S",1,1
"chr13:116991829-116997055_S",1,1
"chr13:118830825-118837696_S",1,1
"chr13:119599656-119603402_S",1,1
"chr13:120068567-120072765_S",1,1
"chr13:120106550-120107191_S",1,1
"chr13:120106550-120107323_S",1,1
"chr13:120152050-120156425_S",1,1
"chr13:120156584-120161199_S",1,1
"chr13:120190060-120237302_S",1,1
"chr13:120218924-120230241_S",1,1
"chr13:120251824-120252746_S",1,1
"chr14:3050939-3051755_S",1,1
"chr14:3598203-3671693_S",1,1
"chr14:3839398-3841763_S",1,1
"chr14:3839398-3872292_S",1,1
"chr14:3916845-3917624_S",1,1
"chr14:4138010-4138657_S",1,1
"chr14:4143317-4164911_S",1,1
"chr14:4192081-4192889_S",1,1
"chr14:4192871-4192955_S",1,1
"chr14:4199418-4200379_S",1,1
"chr14:4230886-4247442_S",1,1
"chr14:4642803-4809061_S",1,1
"chr14:4809943-4811128_S",1,1
"chr14:7683472-7687586_S",1,1
"chr14:7712479-7721139_S",1,1
"chr14:8120521-8120818_S",1,1
"chr14:8353616-8355471_S",1,1
"chr14:8507970-8512131_S",1,1
"chr14:8507970-8515106_S",1,1
"chr14:8508579-8512227_S",1,1
"chr14:8508896-8512227_S",1,1
"chr14:8508966-8515106_S",1,1
"chr14:8512210-8512582_S",1,1
"chr14:8515225-8516230_S",1,1
"chr14:8516688-8520435_S",1,1
"chr14:8976256-9184556_S",1,1
"chr14:10003905-10011933_S",1,1
"chr14:10184379-10185417_S",1,1
"chr14:10279082-10290412_S",1,1
"chr14:11344227-11459816_S",1,1
"chr14:11344227-12048159_S",1,1
"chr14:11740049-11966568_S",1,1
"chr14:13810385-13840380_S",1,1
"chr14:13825377-13891310_S",1,1
"chr14:13958912-13963634_S",1,1
"chr14:18344607-18344766_S",1,1
"chr14:18892971-18896178_S",1,1
"chr14:19132393-19137696_S",1,1
"chr14:20402908-20403377_S",1,1
"chr14:20402908-20417913_S",1,1
"chr14:20413519-20417918_S",1,1
"chr14:20442222-20443245_S",1,1
"chr14:20581929-20595882_S",1,1
"chr14:20596413-20609134_S",1,1
"chr14:20596413-20612053_S",1,1
"chr14:20614908-20615078_S",1,1
"chr14:20614908-20620409_S",1,1
"chr14:20618912-20618971_S",1,1
"chr14:20618958-20619017_S",1,1
"chr14:20786921-20787342_S",1,1
"chr14:20789471-20791445_S",1,1
"chr14:20789471-20792772_S",1,1
"chr14:20794717-20795859_S",1,1
"chr14:20795929-20805726_S",1,1
"chr14:20805771-20807733_S",1,1
"chr14:21091159-21094720_S",1,1
